order_id/l10n_br_pedido_compra;order_id/name;order_id/create_date;order_id/date_order;order_id/partner_id/l10n_br_cnpj;order_id/partner_id/l10n_br_razao_social;order_id/partner_id/name;order_id/partner_id/l10n_br_municipio_id/name;order_id/partner_id/state_id/code;order_id/user_id;order_id/team_id;product_id/default_code;product_id/name;product_id/uom_id;product_uom_qty;qty_to_invoice;qty_saldo;qty_cancelado;qty_invoiced;price_unit;l10n_br_prod_valor;l10n_br_total_nfe;order_id/state;product_id/categ_id/name;product_id/categ_id/parent_id/name;product_id/categ_id/parent_id/parent_id/name;order_id/payment_term_id;order_id/payment_provider_id;order_id/picking_note;order_id/incoterm;order_id/carrier_id;order_id/commitment_date;order_id/partner_id/agendamento;qty_delivered;order_id/partner_shipping_id/l10n_br_cnpj;order_id/partner_shipping_id/self;order_id/partner_shipping_id/zip;order_id/partner_shipping_id/state_id;order_id/partner_shipping_id/l10n_br_municipio_id;order_id/partner_shipping_id/l10n_br_endereco_bairro;order_id/partner_shipping_id/street;order_id/partner_shipping_id/l10n_br_endereco_numero;order_id/partner_shipping_id/phone
20466927;VCD2520293;2025-07-04 12:01:26;2025-07-14 15:41:46;06.057.223/0559-01;SENDAS DISTRIBUIDORA S/A;REDE ASSAI LJ 326;São José do Rio Preto;SP;87 FERNANDO YAMAMOTO;VENDA EXTERNA SENDAS SP;4100161;TOMATE SECO - BD 6X1,4 KG - CAMPO BELO;CAIXAS;3,00;0,00;0,00;0,00;3,00;336,13;1.008,39;1.008,39;Pedido de venda;BD 1,01 KG;TOMATE SECO;CONSERVAS;60 DDL;Transferência Bancária CD;LOJA INAUGURA NA 1ª SEMANA DE AGOSTO - AGUARDAR RETRONO M4 PARA ENTREGAR;[CIF] CIF;;;Sim;3,00;06.057.223/0559-01;REDE ASSAI LJ 326;15060040;São Paulo (BR);São José do Rio Preto (SP);VILA MACENO;AV PHILADELPHO MANOEL GOUVEIA NETTO;2800;1134115000
20466927;VCD2520293;2025-07-04 12:01:26;2025-07-14 15:41:46;06.057.223/0559-01;SENDAS DISTRIBUIDORA S/A;REDE ASSAI LJ 326;São José do Rio Preto;SP;87 FERNANDO YAMAMOTO;VENDA EXTERNA SENDAS SP;4050156;CEBOLINHA - POUCH 6X1,01 KG - CAMPO BELO;CAIXAS;0,00;0,00;0,00;3,00;0,00;135,19;0,00;0,00;Pedido de venda;POUCH 1,01 KG;CEBOLINHA;CONSERVAS;60 DDL;Transferência Bancária CD;LOJA INAUGURA NA 1ª SEMANA DE AGOSTO - AGUARDAR RETRONO M4 PARA ENTREGAR;[CIF] CIF;;;Sim;0,00;06.057.223/0559-01;REDE ASSAI LJ 326;15060040;São Paulo (BR);São José do Rio Preto (SP);VILA MACENO;AV PHILADELPHO MANOEL GOUVEIA NETTO;2800;1134115000
20466927;VCD2520293;2025-07-04 12:01:26;2025-07-14 15:41:46;06.057.223/0559-01;SENDAS DISTRIBUIDORA S/A;REDE ASSAI LJ 326;São José do Rio Preto;SP;87 FERNANDO YAMAMOTO;VENDA EXTERNA SENDAS SP;4510156;COGUMELO FATIADO - POUCH 6X1,01 KG - CAMPO BELO;CAIXAS;3,00;0,00;0,00;0,00;3,00;188,37;565,11;565,11;Pedido de venda;POUCH 1,01 KG;COGUMELO;CONSERVAS;60 DDL;Transferência Bancária CD;LOJA INAUGURA NA 1ª SEMANA DE AGOSTO - AGUARDAR RETRONO M4 PARA ENTREGAR;[CIF] CIF;;;Sim;3,00;06.057.223/0559-01;REDE ASSAI LJ 326;15060040;São Paulo (BR);São José do Rio Preto (SP);VILA MACENO;AV PHILADELPHO MANOEL GOUVEIA NETTO;2800;1134115000
20466927;VCD2520293;2025-07-04 12:01:26;2025-07-14 15:41:46;06.057.223/0559-01;SENDAS DISTRIBUIDORA S/A;REDE ASSAI LJ 326;São José do Rio Preto;SP;87 FERNANDO YAMAMOTO;VENDA EXTERNA SENDAS SP;4520156;COGUMELO INTEIRO - POUCH 6X1,01 KG - CAMPO BELO;CAIXAS;3,00;0,00;0,00;0,00;3,00;225,09;675,27;675,27;Pedido de venda;POUCH 1,01 KG;COGUMELO;CONSERVAS;60 DDL;Transferência Bancária CD;LOJA INAUGURA NA 1ª SEMANA DE AGOSTO - AGUARDAR RETRONO M4 PARA ENTREGAR;[CIF] CIF;;;Sim;3,00;06.057.223/0559-01;REDE ASSAI LJ 326;15060040;São Paulo (BR);São José do Rio Preto (SP);VILA MACENO;AV PHILADELPHO MANOEL GOUVEIA NETTO;2800;1134115000
20466927;VCD2520293;2025-07-04 12:01:26;2025-07-14 15:41:46;06.057.223/0559-01;SENDAS DISTRIBUIDORA S/A;REDE ASSAI LJ 326;São José do Rio Preto;SP;87 FERNANDO YAMAMOTO;VENDA EXTERNA SENDAS SP;4030156;PICLES - POUCH 6X1,01 KG - CAMPO BELO;CAIXAS;3,00;0,00;0,00;0,00;3,00;93,96;281,88;281,88;Pedido de venda;POUCH 1,01 KG;PICLES;CONSERVAS;60 DDL;Transferência Bancária CD;LOJA INAUGURA NA 1ª SEMANA DE AGOSTO - AGUARDAR RETRONO M4 PARA ENTREGAR;[CIF] CIF;;;Sim;3,00;06.057.223/0559-01;REDE ASSAI LJ 326;15060040;São Paulo (BR);São José do Rio Preto (SP);VILA MACENO;AV PHILADELPHO MANOEL GOUVEIA NETTO;2800;1134115000
15907445;VCD2520525;2025-07-14 15:36:25;2025-07-14 15:37:03;09.477.652/0042-64;SDB COMERCIO DE ALIMENTOS LTDA;FORT/COMPER;Campo Grande;MS;165 W M F REPRESENTACOES COMERCIAS LTDA;VENDA EXTERNA MILER;4230162;AZEITONA PRETA FATIADA - BD 6X2 KG - CAMPO BELO;CAIXAS;1,00;0,00;0,00;0,00;1,00;395,56;395,56;395,56;Pedido de venda;BD 2 KG;AZEITONA PRETA;CONSERVAS;35 DDL;Transferência Bancária CD;REF TROCA NF 136311;[CIF] CIF;;;Sim;1,00;09.477.652/0042-64;FORT/COMPER;79022360;Mato Grosso do Sul (BR);Campo Grande (MS);VILA CELIA;R SAO BORJA;586;67400927006740092898
15907445;VCD2520525;2025-07-14 15:36:25;2025-07-14 15:37:03;09.477.652/0042-64;SDB COMERCIO DE ALIMENTOS LTDA;FORT/COMPER;Campo Grande;MS;165 W M F REPRESENTACOES COMERCIAS LTDA;VENDA EXTERNA MILER;4320162;AZEITONA VERDE FATIADA - BD 6X2 KG - CAMPO BELO;CAIXAS;1,00;0,00;0,00;0,00;1,00;307,44;307,44;307,44;Pedido de venda;BD 2 KG;AZEITONA VERDE;CONSERVAS;35 DDL;Transferência Bancária CD;REF TROCA NF 136311;[CIF] CIF;;;Sim;1,00;09.477.652/0042-64;FORT/COMPER;79022360;Mato Grosso do Sul (BR);Campo Grande (MS);VILA CELIA;R SAO BORJA;586;67400927006740092898
15907445;VCD2520525;2025-07-14 15:36:25;2025-07-14 15:37:03;09.477.652/0042-64;SDB COMERCIO DE ALIMENTOS LTDA;FORT/COMPER;Campo Grande;MS;165 W M F REPRESENTACOES COMERCIAS LTDA;VENDA EXTERNA MILER;4360162;AZEITONA VERDE SEM CAROCO - BD 6X2 KG - CAMPO BELO;CAIXAS;1,00;0,00;0,00;0,00;1,00;325,72;325,72;325,72;Pedido de venda;BD 2 KG;AZEITONA VERDE;CONSERVAS;35 DDL;Transferência Bancária CD;REF TROCA NF 136311;[CIF] CIF;;;Sim;1,00;09.477.652/0042-64;FORT/COMPER;79022360;Mato Grosso do Sul (BR);Campo Grande (MS);VILA CELIA;R SAO BORJA;586;67400927006740092898
15907445;VCD2520525;2025-07-14 15:36:25;2025-07-14 15:37:03;09.477.652/0042-64;SDB COMERCIO DE ALIMENTOS LTDA;FORT/COMPER;Campo Grande;MS;165 W M F REPRESENTACOES COMERCIAS LTDA;VENDA EXTERNA MILER;4510161;COGUMELO FATIADO - BD 6X1,01 KG - CAMPO BELO;CAIXAS;2,00;0,00;0,00;0,00;2,00;187,96;375,92;375,92;Pedido de venda;BD 1,01 KG;COGUMELO;CONSERVAS;35 DDL;Transferência Bancária CD;REF TROCA NF 136311;[CIF] CIF;;;Sim;2,00;09.477.652/0042-64;FORT/COMPER;79022360;Mato Grosso do Sul (BR);Campo Grande (MS);VILA CELIA;R SAO BORJA;586;67400927006740092898
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4320162;AZEITONA VERDE FATIADA - BD 6X2 KG - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;276,92;553,84;553,84;Cotação;BD 2 KG;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310165;AZEITONA VERDE  INTEIRA MEDIA - BD 6X2 KG - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;242,64;485,28;485,28;Cotação;BD 2 KG;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310164;AZEITONA VERDE  INTEIRA MIUDA - BD 6X2 KG - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;201,92;403,84;403,84;Cotação;BD 2 KG;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4510161;COGUMELO FATIADO - BD 6X1,01 KG - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;168,17;168,17;168,17;Cotação;BD 1,01 KG;COGUMELO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4520161;COGUMELO INTEIRO - BD 6X1,01 KG - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;208,92;208,92;208,92;Cotação;BD 1,01 KG;COGUMELO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4080162;PEPINO - BD 6X2 KG - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;222,74;222,74;222,74;Cotação;BD 2 KG;PEPINO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4030162;PICLES - BD 6X2 KG - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;176,17;176,17;176,17;Cotação;BD 2 KG;PICLES;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4759098;OLEO DE SOJA MISTO - VD 12X500 ML - ST ISABEL;CAIXAS;5,00;0,00;5,00;0,00;0,00;105,63;528,15;528,15;Cotação;VD 500 ML;OLEO DE SOJA;OLEOS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310146;AZEITONA VERDE FATIADA - POUCH 30X80 GR - CAMPO BELO;CAIXAS;3,00;0,00;3,00;0,00;0,00;80,19;240,57;240,57;Cotação;POUCH 80 A 100 G;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310147;AZEITONA VERDE RECHEADA - POUCH 30X80 GR - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;104,75;209,50;209,50;Cotação;POUCH 80 A 100 G;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310148;AZEITONA VERDE SEM CAROCO - POUCH 30X80 GR - CAMPO BELO;CAIXAS;3,00;0,00;3,00;0,00;0,00;84,64;253,92;253,92;Cotação;POUCH 80 A 100 G;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4050177;CEBOLINHA - POUCH 30X80 GR - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;70,42;140,84;140,84;Cotação;POUCH 80 A 100 G;CEBOLINHA;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4510145;COGUMELO FATIADO - POUCH 30X100 GR - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;130,94;130,94;130,94;Cotação;POUCH 80 A 100 G;COGUMELO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4520145;COGUMELO INTEIRO - POUCH 30X100 GR - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;137,05;137,05;137,05;Cotação;POUCH 80 A 100 G;COGUMELO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4030156;PICLES - POUCH 6X1,01 KG - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;84,86;84,86;84,86;Cotação;POUCH 1,01 KG;PICLES;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4070177;PIMENTA BIQUINHO - POUCH 30X80 GR - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;116,58;233,16;233,16;Cotação;POUCH 80 A 100 G;PIMENTA BIQUINHO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4100162;TOMATE SECO - POUCH 30X100 GR - CAMPO BELO;CAIXAS;1,00;0,00;1,00;0,00;0,00;163,40;163,40;163,40;Cotação;POUCH 80 A 100 G;TOMATE SECO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310071;AZEITONA VERDE - ABRE FACIL VD 24X100 GR - CAMPO BELO;CAIXAS;5,00;0,00;5,00;0,00;0,00;88,40;442,00;442,00;Cotação;VD 100 G;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4310177;AZEITONA VERDE INTEIRA - VD 12X500 GR - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;139,98;279,96;279,96;Cotação;VD 300 A 500 G;AZEITONA VERDE;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4050176;CEBOLINHA - VD 12X200 GR - CAMPO BELO;CAIXAS;5,00;0,00;5,00;0,00;0,00;80,16;400,80;400,80;Cotação;VD 160 A 205 G;CEBOLINHA;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4080178;PEPINO - VD 15X300 GR - CAMPO BELO;CAIXAS;3,00;0,00;3,00;0,00;0,00;133,61;400,83;400,83;Cotação;VD 300 A 500 G;PEPINO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
101;VCD2520526;2025-07-14 15:39:21;2025-07-14 15:33:50;07.214.467/0001-83;GILMAR MARTINAZZO LTDA;CEREALISTA E ATACADISTA AMIGAO;Porto Nacional;TO;119 EDSON TONIN EIRELI;VENDA EXTERNA MILER;4070176;PIMENTA BIQUINHO - VD 12X200 GR - CAMPO BELO;CAIXAS;2,00;0,00;2,00;0,00;0,00;105,09;210,18;210,18;Cotação;VD 160 A 205 G;PIMENTA BIQUINHO;CONSERVAS;28/35/42 DDL;Boleto Grafeno CD;ENTREGA IMEDIATA - ENVIAR JUNTO COM A BONIFICAÇÃO;[RED] REDESPACHO;(07.784.847/0008-20) TOCANTINS TRANSP E LOG LTDA  ME;;Não;0,00;07.214.467/0001-83;CEREALISTA E ATACADISTA AMIGAO;77500000;Tocantins (BR);Porto Nacional (TO);NOVA CAPITAL;AV TOCANTINS;S/N;
